sentence,labels,lang
"Raute comunicó una pérdida por cuota de 0 ,86 EUR para el primer semestre del 2009 , frente a EPS de 0 ,74 EUR en el período correspondiente del 2008 .",2,es
"Salcomp Oyj , fabricante finlandés de cargadores de teléfonos móviles , el lunes registró una pérdida de 1 ,49 millones de euros en el segundo trimestre en comparación con un beneficio de 1,70 millones en el mismo período del año anterior .",2,es
AstraZeneca persigue a Acerta para asegurar el próximo ganador de la droga contra el cáncer,1,es
La compañía está buscando un reemplazo para el CEO Olli-Pekka Kallasvuo.,0,es
El tamaño total del complejo es de unos 25.000 m2 y el proyecto se construirá por etapas.,0,es
"Antes de FKI , John Jiang ha trabajado en varios puestos de gerente general o consultor de negocios senior para empresas internacionales en China .",0,es
Kaupthing Bank publicará sus resultados anuales para el 2007 antes de que los mercados se abran el jueves 31 de enero .,0,es
City CU da la bienvenida a los miembros de DART DALLAS-City CU da la bienvenida a los miembros de DART FCU mientras se fusionan con City CU .,0,es
"Danske Bank A-S DANSKE DC saltó 3.7 por ciento a 133.4 coronas , rebotando de ayer s 3.5 por ciento diapositiva .",1,es
26 de noviembre de 2010 - El fabricante finlandés de equipos deportivos Amer Sports Oyj ( HEL : AMEAS ) dijo hoy que ha obtenido un préstamo de 30 millones de euros de Schuldschein de un grupo de inversores internacionales .,0,es
Se celebró su reciente doble punto de compra inferior de 56.57 casi hasta el penique hoy $WMT http://chart.ly/6nosp5q,1,es
La primera fase concluirá a finales de 2012 .,0,es
"El contrato se firmó en agosto con Lihir Gold Ltd ASX , con sede en Papua Nueva Guinea : LGL .",1,es
Warren Buffett defiende la estructura de conglomerados de Berkshire Hathaway,1,es
Breve más $FAZ para todos los que no saben que significa que los mercados se tanque ahora :-p,2,es
"La empresa emitirá un acuerdo de eurobono inaugural en un futuro próximo , sujeto a las condiciones del mercado .",0,es
"El ferry 2500-pasajero tendrá dimensiones de 185 m de longitud total, 170 m de longitud entre perpendiculares, 27.70 m de ancho y 6.55 m de diseño calado.",0,es
"¿Están Aviva plc, Grupo de Seguros de Línea Directa PLC y Grupo Almirante plc listos para elevarse?",1,es
Rapala pretende trasladar la unidad de distribución Ragot de Loudeac en Bretagne y la unidad de distribución Waterqueen y el proveedor de la línea de pesca Tortue de Saint Marcel en el centro de Francia a Morvillars.,0,es
"El proyecto será una central eléctrica de carbón de 2 x 600 MW , ubicada a unos 420 km al sur de Hanoi , dijo la empresa .",0,es
"La propia unidad de procesamiento de vidrio de Glaston , Tamglass Glass Glass Processing , es un fabricante de productos de vidrio de alta calidad , y opera en Finlandia .",0,es
"El acuerdo refuerza la posición de Ramirent , especialmente en el sector industrial y en grandes proyectos de inversión .",1,es
"El centro comercial es parte del proyecto de desarrollo de Baltic Pearl en la ciudad de San Petersburgo, donde Baltic Pearl CJSC, una filial de Shanghai Foreign Joint Investment Company, está desarrollando casas para 35.000 personas.",0,es
Doble fondo con punto de compra de mango de 29.51 $ IP http://chart.ly/akvujxh,1,es
La empresa finlandesa de construcción YIT está reduciendo el número de empresas de nueva creación de unidades residenciales financiadas por el mercado en 2007 a unas 2.300 de las 2.700 anunciadas anteriormente .,2,es
"La compañía dijo que previamente EB entregó una solución personalizada para LG Electronics y ahora está haciendo comercialmente disponible para otros proveedores de terminales móviles, así como para operadores inalámbricos.",0,es
"Lemminkainen Infra Oy 's filial de Lemminkainen Sverige AB llevará a cabo las obras de construcción , que se espera que comiencen a principios de 2011 y se completará en el verano de 2013 .",0,es
6 octubre 2010 - La empresa finlandesa de pinturas y revestimientos Tikkurila Oyj HEL : TIK1V anunció hoy el lanzamiento del método Tikkurila ProHouse para la protección de superficies de madera mediante el tratamiento con productos acuosos Ultra Pro .,0,es
El pago de las acciones se efectuará en el momento de la suscripción .,0,es
"$ocn tiene las cosas, estará buscando para añadir acciones si conseguimos una nueva salida alta.",1,es
"En el primer trimestre del 2010 , el 19 de abril de 2010 , el fabricante finlandés de maquinaria y equipos forestales Ponsse Oyj HEL : PON1V dijo hoy que espera obtener un beneficio neto de unos 6,3 millones de euros en el primer trimestre del 2010 , frente a una pérdida de 9,6 millones de euros un año antes .",1,es
"La constructora finlandesa YIT Oyj dijo el 13 de noviembre de 2007 que ganó un contrato de 70 millones de euros $ 102,8 millones para construir el nuevo edificio de oficinas para la empresa inmobiliaria local Tapiola Real Estate Oy .",1,es
A través de esta transacción somos capaces de participar en el desarrollo de la industria.,1,es
"Como consecuencia de la cancelación , el aumento máximo del capital social de Citycon sobre la base de los bonos convertibles disminuyó de 23.383.927,80 EUR a 22.901.784,75 EUR .",0,es
"Lee & Man Paper y Metso tienen una larga y próspera cooperación , un buen ejemplo de los cuales son las máquinas Changshu y Hongmei Kraftliner entregadas anteriormente .",1,es
"Sólo en septiembre , el mercado disminuyó un 10,2 por ciento año tras año a 19,28 millones de litros .",0,es
ADP News - 29 de mayo de 2009 - Bank of America BofA ha rebajado hoy sus calificaciones sobre el fabricante de papel sueco-finés Stora Enso Oyj HEL : STERV y sobre el jugador del sector finlandés UPM-Kymmene Oyj HEL : UPM1V to `` underperf,2,es
"Por lo tanto , el balance del grupo tendrá unos 25,8 millones de euros de fondo de comercio , añadió la empresa .",0,es
Se estima que las ventas netas de las revistas Sanoma crecerán en 2006 .,1,es
"Mientras tanto, las funciones del CEO serán asumidas por el CEO adjunto de Outotec Seppo Rantakari .",0,es
"Las ventas de la División de Almacenes se redujeron en un 8,6 % hasta situarse en 140,2 millones de euros .",0,es
"Las acciones de Kone cayeron un 4,1 por ciento a x20ac 43 US$ 55,77 en Helsinki .",0,es
"El finlandés Larox ha firmado un contrato con el Proyecto Talvivaara para la entrega de filtros a la mina de níquel Talvivaara en Sotkamo, en Finlandia.",1,es
"El efectivo neto de las actividades de explotación fue de 0,3 millones de euros , frente a 30,9 millones de euros en 2009 .",2,es
"El café se sirve a partir de las 14:30 EET, así como después del evento.",0,es
"A las 12.01 horas, el OMX Helsinki 25 bajó 0,66 pct a 3.143,57 y el OMX Helsinki fue 0,67 pct más bajo a 10.530,74 en 253 mln de volumen de negocios.",2,es
La superficie bruta de ocho casas será de 12.167 m2 .,0,es
"Por ejemplo , las ventas netas aumentaron un 5,9 % a partir del primer trimestre , y el EBITDA aumentó con respecto a los 0,2 millones de euros negativos del primer trimestre del 2009 .",1,es
"Acando AB ( ACANB SS ) cayó 8.9 por ciento a 13,35 coronas , el cierre más bajo desde el 11 de diciembre .",0,es
"Asimismo , se proporciona un análisis histórico de seis años para este mercado .",0,es
"8 de mayo de 2009 - El fabricante finlandés de productos de manipulación de líquidos y sistemas de diagnóstico Biohit Oyj ( HEL : BIOBV ) ha declarado hoy ( 8 de mayo de 2009 ) que su pérdida neta se ha reducido a EUR0 ,1 millones ( USD0 ,14 millones ) para el primer trimestre de 2009 a partir de EUR0 ,4 millones para el mismo período del 2008 .",1,es
"El tema del proyecto es proporcionar a la empresa como : programación de software y servicios de consultoría , servicios relacionados con la informática , servicios de datos , soporte informático y servicios de consultoría , servicios de Internet, etc .",0,es
Esto se debe al aplazamiento de la toma de decisiones de los proyectos en la fase de negociación a partir de la estimación anterior .,0,es
"Los beneficios antes de impuestos ascendieron a 56,5 millones de euros , frente a 232,9 millones de euros de hace un año .",2,es
$TSLA ha subido ahora 57% de su bajo febrero. Sorprendente rebote.,1,es
"El proveedor finlandés de soluciones logísticas e informativas Done Solutions Corporation ( OMX Helsinki : DSO1V ) informó el miércoles ( 29 de octubre ) de un beneficio de explotación de EUR3,6 millones en ventas netas de EUR35 ,1 millones para el período enero-septiembre de 2008 .",0,es
"Si Honkarakenne comienza la producción allí, necesitará un socio para las operaciones del aserradero.",0,es
"$YNDX y el precio de algunas acciones fue 2 veces más bajo que los ingresos anuales, no pude resistir, estaba comprando cuando todo el mundo estaba vendiendo",1,es
"En 2009 , el flujo de caja de Fiskars procedente de las actividades de explotación ascendió a 121 millones EUR , frente a los 97 millones EUR del año anterior .",1,es
"El objetivo de Stora Enso se ha reducido a 4,85 euros de 5,55 euros y el objetivo de Holmen -- a 135 coronas suecas de 150 coronas suecas .",2,es
"En 2008 , la industria siderúrgica representó el 64 por ciento de los volúmenes de carga transportados , mientras que la industria energética representó el 28 por ciento y otras industrias el 8 por ciento .",0,es
$renn topping cola 5 min. gráfico a 7.31 corto de aquí.,2,es
"El rendimiento de la inversión fue del 4,1 % , frente al 43,8 % en el primer semestre del 2008 .",2,es
La empresa dijo que los resultados del tercer trimestre no incluyen artículos no recurrentes .,0,es
"El desarrollador finlandés de software y hardware Elektrobit Oyj HEL : EBG1V , o EB , dijo hoy que despedirá temporalmente hasta 200 personas por un máximo de 90 días en Finlandia , con el objetivo de lograr un ahorro de costes de 1,7 millones de euros USD 2 millones en el segundo semestre de 2010 .",0,es
"Los beneficios de explotación , excluidos los elementos no recurrentes , ascendieron a 40,6 millones de euros , frente a 57,3 millones de euros interanuales .",0,es
"Como parte de la transacción , M-real y Sappi también han firmado un acuerdo a largo plazo sobre el suministro de pulpa y BCTMP y otros servicios y suministros más pequeños .",1,es
Las ventas netas anuales de la unidad son de unos 5 millones de euros y actualmente emplea a unas 55 personas .,0,es
"La plataforma se basa en la plataforma MID de segunda generación de Intel, llamada Moorestown.",0,es
"""Estamos orgullosos de dar la bienvenida a otra instalación de distribución en el norte de Mississippi y la región conocida como el centro logístico de los Estados Unidos"", dijo Gray Swoope, director ejecutivo de MDA.",1,es
"El Sr. Clausen , sin embargo , se negó a comentar la opción de que Nordea considerara la posibilidad de comprar a Citadele Bank .",0,es
GenVec es una empresa biofarmacéutica que desarrolla nuevos fármacos terapéuticos y vacunas .,0,es
El volumen de carga creció un 7 %.,1,es
Los beneficios de sinergia estimados son de al menos 7 millones de euros anuales .,1,es
"El servicio tiene por objeto permitir a los habitantes de trece países mediterráneos llegar más rápidamente al Báltico , con un único transportista .",1,es
Sainsbury vende unidad a LloydsPharmacy,1,es
Talvivaara también mantiene su suposición de que el flujo de caja será positivo antes de que finalice el año .,1,es
"@harmongreg: $BBRY wkly, Inverse Head and Hombros formándose, dispara más de 18.50, PO al menos 30.80, viendo http://stks.co/iPVJ",1,es
La propuesta que el Consejo de Administración hará en la Junta General Anual se adjunta en su conjunto a esta publicación .,0,es
$DUG estocásticos semanales finalmente comienzan a aparecer después de una larga consolidación. Comprar aquí.,1,es
Metso estima que la necesidad de reducciones de personal asciende a 25 personas .,2,es
"La transacción tendrá un impacto positivo de alrededor de 2 millones de euros en las ganancias , que Ruukki reconocerá durante el cuarto trimestre de este año .",1,es
"El finlandés Metso suministrará nuevas líneas de manipulación y blanqueamiento de madera, así como una reconstrucción de la línea de lavado de kraft para el molino Klabin 's Telmaco Borba en el estado brasileño de Paran+í.",1,es
Informe de Mercado: Aviva encabeza el mercado como los comerciantes aprueban su elección de Amigos,1,es
En CapMan Haavisto será responsable de Finanzas de Grupo y Contabilidad y TI .,0,es
"Están en una carrera con Google para conseguir un montón de usuarios en su servicio como redes sociales crea nuevos modelos de negocio , dijo Martin Garner , un analista con sede en Londres con CCS Insight .",0,es
